S_ID;Years BP;Acacia;Acalypha;Acanthaceae undiff.;Acridocarpus;Adenorandia-type (A. kalbreyeri);Alchemilla;Alchornea;Allophylus;Amaranthaceae undiff.;Anacardiaceae undiff.;Anagallis;Anopyxis klaineana;Anthocleista;Anthospermum;Antiaris-type (A. toxicaria);Antidesma-type;Apiaceae undiff.;Apocynaceae undiff.;Aporrhiza;Araliaceae undiff.;Artemisia;Asteraceae undiff.;Astripomoea;Balanites;Baphia-type;Begonia;Bersama;Bertiera;Blighia;Boscia-type;Brassicaceae undiff.;Bridelia-type;Brucea;Butyrospermum;Campylospermum;Canthium;Capparaceae undiff.;Carapa-type (C. procera);Cassia-type;Cassine;Celastraceae undiff.;Celtis;Centaurea-type;Cissampelos-type;Cissus;Clausena anisata;Clematis-type;Clutia-type;Cnestis-type;Cocculus;Cochlospermum;Combretaceae/Melastomataceae undiff.;Commiphora;Crassula;Crateva adansonii;Croton-type;Crudia-type;Cussonia;Diospyros;Dipsacoideae undiff.;Dolichos-type;Dombeya-type;Drypetes-type;Embelia-type;Entada-type;Entandrophragma-type;Ericaceae undiff.;Eriosema-type;Erythrococca-type;Eugenia/Syzygium;Euphorbiaceae undiff.;Fabaceae undiff.;Faurea-type;Ficus;Flacourtia;Flueggea;Galium/Rubia;Gentianaceae undiff.;Gnidia-type;Harungana;Hermannia-type;Holoptelea grandis;Hymenocardia;Hypericum;Hypoestes-type;Hyptis;Ilex mitis;Impatiens;Indigofera;Irvingia-type;Isoglossa;Ixora-type;Justicia-type;Keetia-type (K. cornelia);Khaya-type;Klaineanthus gaboniae;Lamiaceae undiff.;Lannea-type;Laportea-type;Laurembergia tetrandra;Lecaniodiscus/Lepisanthes senegalensis;Leonotis-type;Lepisanthes-type (L. senegalensis);Leucas-type;Lindackeria-type;Lippia-type;Lobelia;Lonchocarpus;Lophira;Ludwigia-type;Macaranga-type;Maerua-type;Maesa;Mallotus-type;Margaritaria discoidea;Maytenus;Meliaceae undiff.;Mellera-type;Mesanthemum;Mitracarpus hirtus;Mitragyna-type (M. inermis);Monocotyledoneae undiff.;Morelia senegalensis;Morus;Myrianthus-type;Myrica;Myrsine africana;Nuxia-type;Olea capensis;Onagraceae undiff.;Ormocarpum;Pappea capensis;Pausinystalia-type;Pavetta;Pentaclethra macrophylla;Persicaria senegalensis-type;Phaulopsis;Phoenix;Phyllanthus-type;Poaceae undiff.;Podocarpus;Polygala-type;Polyscias;Primulaceae undiff.;Prunus;Pseudospondias-type;Psorospermum;Psydrax subcordata;Pterygota;Pycnanthus;Rapanea;Rhamnaceae undiff.;Rhus-type;Ricinus communis;Rosaceae undiff.;Rubiaceae undiff.;Rubus;Rumex;Salix;Santiria-type;Sapindaceae undiff.;Sapotaceae undiff.;Sauvagesia erecta;Schefflera;Schrebera;Sebaea;Solanaceae undiff.;Sorindeia-type;Spermacoce-type;Stephania-type (S. abyssinica);Sterculia-type;Streptocarpus;Strombosia;Swertia-type (S. abyssinica);Tapinanthus-type;Tapura fischeri-type;Tarenna-type;Teclea-type;Tetracera;Tetrorchidium;Thalictrum;Thecacoris-type;Trilepisium-type (T. madagascariense);Triumfetta-type;Uapaca;Urticaceae undiff.;Wahlenbergia;Xyris;Zanthoxylum-type;cf. Leonardoxa
321815;5172;;;;;;;37;;2;;;;;;;;;;;;;4;;;;2;;;;;;;;;;;;;;;;12;;;;1;;;;;;2;;;;;;39;;;;;;;;;;;;19;;;;7;;;;;;;;;;;;;13;1;;;;;;;;;;;1;1;;;;;;;;;1;;2;;4;;;;3;1;;;;;;;4;;;;23;;;;;;;;;;;13;22;;;;;;;;;;1;;;;;;;;;;;;;132;;;11;;;;;;;;;;;;;;;;;;;;;;3;
321816;5317;;1;;;;;20;3;;;;;1;;1;;;;;;1;7;;;;;;;;;;;;;;;;3;;;;8;;;;;1;;;;;1;;;;;;2;;;;;;3;;;1;;3;39;2;;;6;;;;;;;;;1;;1;;14;;;;3;2;;2;;;1;;;2;;;;;;;;;3;;3;;3;6;;6;;;;;;;;;;;;4;39;;;;;;;1;;;1;3;58;;;;3;;;;;2;8;;;;;;10;1;;2;;;;183;;;;;;1;;7;;;;;;;;4;;1;1;;;;;2;3;
321817;5461;;;;;;;10;1;;;;1;2;;;;;;;;;7;;;;3;;;;;;3;;;;;;;;;;10;;;;;1;;;;;3;;;;;;2;;;;;;3;;;1;;;42;5;;;4;;;;;;;;;1;;1;;19;;;;3;;;;;;2;;1;4;;;;;;;;;;;5;;6;3;;4;;;;;;;;;;;;2;21;;;;3;1;;;;;1;4;42;;4;1;1;1;;;;1;14;;;;;;4;;;;;;;137;;;;;;1;;11;;;;;;;;3;;;3;;;;;1;;
321818;5606;;2;;;;;21;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;4;;;;8;;;;;;;;;;3;;;;;;7;;;;;;;;;1;;;35;;;;3;;;;;;;;1;2;;;;9;;;;2;2;;1;;;3;;;;;;;;;;;;7;;7;;6;2;;9;;2;;;1;;;;;;;5;34;;;;4;;;;;;1;12;20;;;;;;;;;1;4;;;;;;2;2;;1;;;;181;;;9;;;;;4;;;;;;;;4;;;1;;;;;1;;
321819;5751;;;;;;;15;3;;;;;1;;;;3;1;;;;3;;;;1;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;4;;;;;;3;;;1;;2;28;;;;4;;;;;;;;1;;;;;6;1;;;2;2;;;;;3;;;;;;;;;;;;;;3;;9;5;2;2;;;;;1;;;;;;;4;51;;;;1;1;;;;;1;3;42;;2;;7;;;;;;11;;;;;;2;;;;;;;120;;;2;;;;;7;;;1;;2;;;2;;;1;;;;;;;
321820;5925;;;;;;;21;2;;;;;;;2;1;;;;;;2;;;;;;;;;;1;;;;;;2;;;;10;;;;;;;;;;2;;;;;;1;;;;1;;5;;;1;;;27;1;;;11;;;;;;;;4;;;;;15;;;;;3;;;;;;;;1;;;;;;;;;1;;10;;2;2;;10;;;;;;;1;;;;;1;32;;;;;1;;;;;1;11;43;;;;2;;;;;;11;;;;;;5;1;;1;;1;;202;;;;;;1;;4;;;;;;;;5;;;;;3;;;1;2;
321821;6040;;1;;;;;28;3;;;;;1;;1;;;;;;;3;;;;1;;;;;;;;;;;;3;;3;;16;;;;;1;;;;1;;;;;;;;;;;;;6;;;4;;;47;1;;;11;2;1;;;;;;;;;2;;11;;;;4;;;;;;;;;;;;;2;;;;;;;3;;6;2;1;7;;;;;;2;;;;;;;17;;;;;;7;;;;;6;35;;1;;;1;;;;;9;;1;;;;9;;;;;;;207;;;2;;;1;1;1;;;;3;1;;;3;;;;;;3;;;2;
321822;6185;;;;;;;17;;1;;;;4;;2;2;;;;;;7;;;;;;;;;;;;;;;;2;;;;4;;;;;4;;;;;1;;;;;;5;;;;;;5;;;2;;1;47;;;;5;;;;;1;;;;;;;;8;;;;4;2;;2;;;;;;1;;;;;;;;;;;5;;4;3;;15;;;;;1;;2;;;;;2;24;;;;;;;;;;;;53;;1;;4;;;;;;12;;;;;;1;1;;1;;;;189;;;1;;;1;;;;;;;;;;1;;;;;;;;1;1;
321823;6319;;;;;;;32;2;2;;;;;;;;;;;7;;4;;;;1;;;;;;;;;;;;;;;1;11;;;;12;2;;;;;1;;;;1;;3;;;;;;2;;;4;;;52;;;;2;;;;;;;;;2;;;;9;1;1;;;1;;;;;1;;;;;;;;;;;;1;;1;;1;;;;;;;;;;;;;;;;43;;;;;;;;;;;10;50;;;;;;;;;;4;;;;15;;;;;;;;;143;;;;;;;;;;;2;;;;;2;;;;;;;;;1;
321824;6497;;;;;1;;17;1;1;;;;1;;;;;;;6;;;;;;;;;;;;1;;;;;;2;;1;;27;;;;;1;;;;;;;;;;;48;;;;;;2;;;;;;39;2;;;4;;;;1;;;;;1;;1;;;1;;;2;2;;3;;;1;;;1;;;;;;;;;4;;2;;5;3;2;19;;;;;1;5;;;;;;;45;;;1;;;;;;4;;9;51;;1;;;;;;;;6;;;;;5;1;;;;;1;;117;;;1;;;;;;;;2;;3;1;;4;;1;1;;;1;;;;
321825;6676;;;;;;;12;;;;;;;;;;;;1;;;5;;;;1;;;;;;2;;;;;;1;;;;18;;;;;;;;;;2;;;;;;5;;;;;;1;;;;;5;32;;;;7;;;;;;;;;2;;2;;15;1;;;;;;;;;2;;;3;;;;;;;;;1;;2;;7;3;2;;;;;;;;;;;;;3;54;;;;3;;;;;;1;4;61;;10;;1;2;;;;;7;;;;;;7;;;1;;;;117;;;;;;2;1;;;;1;;;;;1;;;1;;2;;;1;;
321826;6854;;;;;;;26;;1;;;;;;;;5;;1;;;2;;;;;;;;;;;;;;;;;;1;;16;;;;1;2;;;;;1;;;;;;5;;;;;;4;;;;;;22;;;;9;;;;;;;;;;1;;;14;2;;;1;1;;;;;2;;;;;;;2;;;;;7;;4;;9;12;2;12;;;;;1;;;;;;;;24;;;;;;;;;;;7;54;;3;;;;;;;1;11;;1;;;;9;;;;;;;159;;;1;1;;1;;7;;;;1;1;;;;;;6;;;;;;1;
321827;7032;;;;;;1;20;3;;;1;;;;;1;;;;;1;1;;;;1;;;;;;;;;;;;2;;;;15;;;;;2;;;;;1;;;;;;7;;;;;;2;;;;;7;29;;2;;9;;1;;;;;;;;;1;;2;1;;;;2;;;;;1;;;2;;;;;;;;;;;3;;11;6;;;;;;;1;;;;;;1;8;62;;;;;;;;;;;4;93;;2;1;;;;;;;7;;;;;;4;;;;;;;137;;1;1;;;1;;2;;;;;;;;6;;;;;;;;1;;
321828;7211;;;;;1;;22;;;;;;1;;4;;;;;2;;3;;;;;;;;;;2;;;;;;1;;;;16;;;;1;4;;;;;1;;;;;;24;;;;;;3;;;;;1;24;;;;8;;;;;;;;;1;;1;;9;1;;;2;;;;;;1;;;;;;;;;;;;;;2;;4;7;2;4;;;;;1;;;;1;;;3;51;;;;1;;;;;;;5;90;;;;;;;;;;8;;;;;;;;;1;;1;;74;;;4;;;5;3;;;;;;1;;;3;3;;;;1;;;1;;
321829;7389;;;;1;;;18;;2;;;;;;1;;1;;;;;7;;;;1;;;;;;;;;;;;1;;;;14;;;;;5;;;;;1;;;;;;10;;;;1;;2;;;;;2;14;2;;;11;;;;;;;;;;;1;;8;;;;1;1;;;;;;;;1;;;;;;;;;;;2;;8;3;;;;;;;2;;;;;;;1;61;;;;;;;;;;1;5;139;;6;;;;;;;;5;1;;;;;6;;;;;;;87;;;1;;;2;;2;;;;;2;;;4;1;;;;;;;;;
321830;7568;;;;;;;10;1;;;;1;1;;;;2;;;;;4;;;;1;;;;;;;;;;;;;;;;19;;;;;11;;;;;1;;;;;;1;;;;;;1;;;;;1;35;;;;8;;;;;;;;;;;1;;3;;;;;1;;;;;1;;;;;;;;;;1;;;;3;;12;1;1;3;;;;;1;;;;;;1;1;49;;;;1;1;;;;;;5;149;;;1;;1;;;;;12;;;;;1;4;1;;1;;;;81;;;1;;;1;;5;;;;;;;;1;;;;;1;;;;;
321831;7746;;;;;;1;13;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;1;;10;;;;1;4;;;;;;;;;;;3;;;;;;3;;;;;;36;;;;6;;;;;;;;;;5;1;;4;2;;;1;2;;;;;2;;;;;;;;;;;;5;;;;13;2;2;9;;;;;;2;;;;;;;35;;;;;;;;;;;3;69;;;;;;;;;;7;;;;;;;;;;;;;141;;;1;;;1;;11;;2;1;;;;;3;;;;;;;;1;;
321832;7924;;1;;;;;18;1;;;;;1;;;;;;;;;2;;;;1;;;;1;;;;;;;;;;;;14;;;;;7;;;;;3;;;;;;12;;;;;;4;;;1;;;15;;;;14;;;;;;;;;;;2;;10;1;;;1;;;;;;2;;2;;;;;1;;;;;4;;6;;7;4;;6;;;;;;;;;;;;;35;;;;;1;;;;;;11;101;;;;;;;;;;5;;;;;;6;;;;;;;118;;;;;;;;7;;;;;;;;7;;;;;3;;;;;
321833;8095;;;;;1;2;17;;;;;;3;;;;;1;;9;;;;;1;2;;;;;;;;;;;;;;;1;6;;;;1;;;;;;1;;;;;;32;;;;;;2;;;1;;;19;;;;2;;;;;;;;;1;;;;;1;;;;1;;;;1;3;;;;;;;;;;;;1;;;;;1;2;;;;;;;1;;;;;;4;16;;;;;;;;;;3;5;43;;1;;;;;;;;4;;;;7;;;;;;;;;28;;;;;;;;;;;;;;;;2;;;;;;;;;;
321834;8195;;4;;;;;26;;;;;;;;2;;;;;5;;2;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;1;;;;;;27;;;;;;1;;;;;1;46;;;;;;;;;;;;;1;1;1;;10;;;;1;1;;;;;;;;;;;;;;;;;5;;5;;5;12;2;24;;;;;;;;;;;;5;22;;;;;;;;;;;8;42;;;;;;;;;;;;;;;;;;;;;1;;101;;;1;;;;;1;;;2;;1;;;5;;;;;;;;;2;
321835;8293;;1;;;;;18;2;1;;;;2;;1;;;;;;;4;;;;2;;;;;;;;;;;;;;;;12;;;;;2;;;;;;;;;;;3;;;;;;8;;;1;;;25;;;;8;;;;;;;;;;;1;;3;1;;;1;2;;;;;2;;;2;;;;;;;;;6;;3;;13;8;3;7;;;;;1;1;;;;;;4;33;;;;;;;;;;;11;109;;;;3;;;;;;10;;;;;;;;;;;;;195;;;1;;;2;;7;;;1;;3;;;10;;;;;;;;;;
321836;8392;;2;;;;;19;1;;;;;;;1;;;;;;;;;;;1;;;;;;2;;;;;;;;;;16;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;28;;;;13;;;;;;;;;;;;;;1;;;;4;;;;;4;;;;;;;;;;;;;;;;15;5;;4;;;;;2;;;;;;;5;35;;;;2;1;;;;;;18;94;;;;;;;;;;21;;;;;1;13;;;;;;;92;;;;;;;;8;;;;;4;;;6;;;;;;4;;;;
321837;8491;;;;;;;17;2;1;;;;;;1;;;;1;;;8;;;;;;;;;;;;;;;;;;;;10;;;;;4;;;;;;;;;;;1;;;;;;;;;;;4;23;;;;12;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;;3;;;;;;;;;;;;1;25;;;;;;;;;;;9;125;;;;;;;;;1;28;;;;;;4;;;;;;;66;;;1;;;2;;9;;;;;;;;;;;2;;;;;;;
321838;8590;;;;;;1;15;;2;;;;;;5;;;;;3;;5;;;;;;;;;;1;;;;;;;;;;16;;;;;1;;;;;1;;;;;;21;;;;;;3;;;;;;43;;;;9;;;;;;;;;2;;2;;;1;;1;;1;;;;;;;;;;;;;;;;;;;1;;9;3;;4;;;;;;;;;1;;;10;13;;;;;;;;;;;7;48;;3;;;;;;;;4;1;;;;;;2;;;;;;74;;;5;2;;;;8;;;;;;;;;;;1;;;;;;;
321839;8689;;;;;;;16;2;1;;;;;;3;;1;;;;1;6;;;;;;;;;;;;;;;;;;;2;4;;;;;2;;;;;;;;;;;2;;;;;;;;;1;;9;19;;;;7;;;;;;;;;;;;;;1;;;;2;;;;;3;;2;;;;;;;1;;;;;3;;11;11;;15;;;;;1;;;;;;;1;34;;;;1;1;;;;;;12;62;;;;;;;;;;18;;;;;;6;1;;;;;;127;;;4;;;;;18;;;;;1;;;;;;2;;1;;;;;
321840;8788;;2;;;;;13;;;;;;;;;;;;;;;10;;;;;;;;;;1;;;;;;1;;;;12;;;;;8;;;;;;;;;;;;;;;;;1;;1;;;2;17;;;;15;;;;;;;;;;;;;;2;;;;3;;;;;3;;;1;;;;;;;;;;;3;;10;7;3;18;;;;;;;;;;;;5;56;;;;3;1;;;;;;24;111;;;;;;;;;;11;;;;;;1;;;;;;;54;;;3;;;3;;16;;;1;;2;;;;;;3;;;;;;;
321841;8887;;1;;;;;10;;5;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;2;;18;;;;;8;;;;;;;;;1;;2;;;;;;15;;;1;;1;38;;;;5;;;;;;;;;;1;1;;;;;;3;2;;;;;5;;;;;;;;;;;;3;;10;;7;6;2;20;;;;;;1;;;2;;;;27;;;;;;;;;;;17;57;;1;;;;;;;;13;1;;;;;4;;;;;;;122;;;12;;;2;;6;;;;;1;;;;;;;;3;;;;;
321842;8986;;;;;;;18;2;5;;;;;;;;;;1;;;6;;;;;;1;;;;;;;;;;1;;;;10;;;;;5;;;;;;;;;;;;;;;;;3;;;1;;;29;;;;14;;;;;;;;;;;;;2;1;1;;1;1;;;;;1;;;;;;;;;;;;1;;6;;19;9;;17;;;;;;;;;;;;;39;;;;2;1;;;;;;11;81;;1;;;1;;;;1;23;;;;;;24;;;;1;;;76;;;3;3;;1;;8;;;;;;;;1;;;;;1;;;;;
321843;9100;;;;;;;15;;2;;;;;;;;;1;;6;;4;;;;;;;;;;;;;;;;;;1;;5;;;;;3;;;;;1;;;;;;16;;;;;;7;;;2;;;25;;;;5;;;;;;;;;;2;;;;1;;;;6;;;;;1;1;1;;;;;;;;;;;;3;;5;4;2;2;;;;;;;;;;;;;39;;;;;;;;;;;9;58;;;;;;;;;;18;;;;2;;5;;;;;;;162;;;1;1;;;;6;;;;;;;;1;;;;;1;;;;;
321844;9348;;2;;;;;22;;;;;;;;1;;;;;2;;7;;;;;;;;;1;1;;;;;;;;;;7;;;;2;4;;;;;;;;;2;;20;;;;;;10;;;;;;17;;;;6;;;;;;;;;2;;;;;1;;;1;;;;;;;;3;;;;;;;;;;1;;5;;17;3;1;6;;;;;;;;;;;;10;68;;;;;;;;;;;13;47;;;;;;;;;;14;;;;1;1;;1;;;;;;82;;;3;;;;;;;;;;2;;;;;;2;;1;;;;;
321845;9596;;1;;;;;32;;6;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;16;;;;1;2;;;;;;;;;2;;1;;;;;;2;;;;;;11;;;;5;;;;;;;;;;;1;;;3;;5;;1;;2;;;2;;;;;;;;;;;;3;;1;;11;7;;16;;;;;;;;;;;;;13;;;;;;;2;;;;31;76;;;;;;;;;;12;;;;;;;;;;;3;;142;;;;;;1;;5;;;3;;;;;;;;;;;;;;;
321846;9843;;1;;;;;20;;;;;;;;;;;;;;;5;;;;;;;;;;2;;;;;;;;;;5;;;;;3;;;;;;;;;;;1;;;;;;14;;;;;2;33;;;;12;;;;;;;;;;1;;;;3;;;3;2;;;;;;;1;;;;;;;;;;;;16;;4;3;1;17;;;;;;;;;2;;1;1;48;;;;;;;;;;;20;64;;;;;;;;;;15;1;;;;;3;;;;;;;89;;;10;;;;;1;;;;1;2;;1;;;;;;;;;;;
321847;10091;;1;;;;;17;2;2;;;;;;;;;;1;;;5;;;;;;;;;;;;;;;;;;1;;9;;;;;;;;;;2;;;;1;;;;;;;;3;;;1;;;21;;;;6;;;;;;;;;2;2;;;;;;;2;1;;;;;;;1;;;1;;;;1;;;5;;12;;3;12;;13;;;;;;;;;;1;;1;35;;;;;;;1;;;;17;59;;;;;;;;;;7;;;;;;13;1;;2;;;;106;;;8;;;;;3;;;;;4;;;1;;;2;;1;10;;;;
321848;10339;;8;;;;;21;1;1;;;;;;4;;;1;;11;;6;;;;;;;;;;;;;;;;;;;1;21;;;;3;7;;;;;;;;;;;23;;;;;;2;;;1;;;30;;;;27;;;;;1;1;;;;1;;;2;;;;2;1;;;;;5;;;1;;;;;;;;;4;;6;;12;2;;;;;;;;3;;;;;;1;32;;;;;;;;;;;38;30;;2;;;;;;;;11;;;;;1;;;;;;;;99;;;6;;;;;;;;;;;;;;;;1;;6;;;;;
321849;10587;;2;;;;;5;6;7;;;;;;3;;;;;;;19;;;;;;;;;;;;;;;;;;;;11;;;;;4;;;;;1;;;;;;6;;;;;;7;;;;;;54;;;;18;;;;;;;;;;1;;;;1;;;4;2;;;;;2;;;1;;;;;;;;;4;;6;;20;15;;8;;;;;;1;;;;;;;16;;;;5;1;;;;;;38;9;;;;;;;;;;9;;;;;;17;2;;;;;;90;;;2;5;;;;;;;1;;1;;;;;;;;;18;;;;
321850;10835;;;;;;;1;2;7;;;;;1;;;;;2;;;9;;;;;;;;;;;;;;;;;;;;11;;;;;5;;;;;1;;;;;;;;;;;;11;;;;;1;55;;;;6;;;;;;;;;;6;;;;3;;;3;1;;;;;3;;;1;;;;;;4;;;5;;4;;8;4;;1;;;;;1;1;;;;;;;12;;;;;;;;;;;38;12;;2;;3;;;;;;22;;;;;;12;;;;1;;;179;;;4;;;2;;2;;;;;;;;2;;;3;;;46;;1;;
321851;11083;;1;;;;;7;1;;;;;;;6;;;;;7;1;12;;;;;;;;;;1;1;;;;;;;;;9;;;;;1;;;;;;;;;;;11;;;;;;;;;1;;;29;;;;18;;;;;2;;;;;1;;;1;2;;;;2;;;;;2;;;1;;;;;;;;;2;;3;;6;1;;;;;;;;2;;;1;;;2;7;;;;;;;1;;;;41;4;;;;;;;;;;19;;;;4;;;;;;;;;51;;;7;;;;;;;;;;;;;;;;1;;;;;;;
321852;11331;;2;;;;;;2;7;;;;;;4;;;;1;;;24;;;;;;;;;;;;;;;;1;;;;9;;1;;;2;;;;;1;;;;;;5;;;;;;10;;;;;8;13;;;;9;;;;;;;;;;;1;;;6;;;3;;;;;;1;;;6;;;;;;;;;1;;16;;7;1;;9;;;;;;;1;;;;1;;3;;;;;;;;;;2;108;7;;;;;;;;;;39;;;;;;12;2;;;;;;82;;;4;;;;;5;1;;;;;;;;;;6;;1;;;;;
321853;11572;;5;;;;1;6;;9;;;;5;;;;;;;5;1;9;;;;;;;;;;;;;;;;;;;;6;;;;;2;;;;;1;;;;;;3;;;;;;18;;;;;1;7;;;;10;;;;;1;;;;1;;1;;1;5;;;3;1;;;;;3;;;10;;;;;;;;;3;;;;14;;;1;;;;;;;;;;;;4;6;;;;;;;;;;;84;4;;1;;1;;;;;;23;;;;21;;21;;;;;;;86;;;6;;;1;;2;;;;;;;;1;;;1;;;;;1;9;
321854;11757;;2;;;;;1;;8;;;;;;1;;1;;;9;;11;;;;;;;;;1;;;;;;;;;;;3;;;;;6;;;;;2;;;;;;5;;;;;;;;;;;;6;;;;5;;;;1;7;;;;;;1;;1;1;;;2;4;;;;;2;;;2;;;;;;;;;1;;;;7;1;;;;;;;;;;;1;;;4;;;;;;;;;;;;30;8;;;;;;;;;;3;1;;;1;3;2;1;;;;1;;13;;;3;;;;;;;;;2;;;;;;;;;;;;;2;
321855;11942;;7;;;;;1;2;7;;;;1;;1;;;;;5;;11;;;;;;;;;;1;;;;;;;;;;5;;;;;4;;;;;1;;;;;;7;;;;;;7;;;;;;10;;;;18;;;;;9;;;;;6;5;;;4;;;3;4;;;;;8;;;2;;;;;;;;;;;2;;3;;;;;;;;;1;;;;;;5;1;;;;;;;;;;;181;15;;;;;;;;;;11;2;;;5;;;;1;;1;2;;45;;;3;;;;;;;;;;;;;;;;;;3;;;;;
321856;12126;;;;;;;1;;14;;;;;1;;;;;;;1;5;;;;;;;;;;1;;;;;;;;;;3;;;;;6;;;;;11;;;;;;1;;;;1;;11;1;;;;8;7;;;;9;;;2;;6;;;;;2;5;;3;5;1;;3;;;;;;1;1;;;;;;1;;;;;2;;9;;14;;;;;;;1;;1;;;;;1;4;4;;;;;;;1;;;;160;19;;5;;;;;;;;30;;;;;;11;;;;;1;;52;;;10;;;;;8;2;;1;;;1;;1;;;;;;;;;;
321857;12311;;2;;;;;1;;11;;;;;;;;;;;;1;12;;;;;;;;;;;;;;;1;;;;;4;;;;;9;;;;2;2;;;;;;17;;;;;;3;2;;;;16;5;;;;11;;;5;;6;;;;;;;;5;1;;;2;;;;;;;2;2;;;;;;;;;;1;;4;;7;2;;;;1;;;;;;;;;1;1;;;;;;1;;;;;;166;30;;11;;1;;;;;;19;;;;;;5;2;;;;;;17;;;12;;;;;12;1;;2;;;;;;;1;1;;;;;;1;
321858;12495;;5;;;;;3;;7;;;;;;8;;;;;2;;8;;;;;;;;;;2;;;;;;;;;;12;;;;;6;;;;;3;;;;;;2;;;;;;3;;;1;;2;2;;;;11;;;2;1;2;;;;2;1;7;;4;1;;;1;;;;;;1;3;;1;1;;1;;;;;;2;;1;;8;1;;;;;;;;;;;;1;;4;4;;;;;;;;;2;;165;27;1;;;;;;;;;4;;;;;2;1;3;;;2;;;21;;1;11;;;;;1;;;;;;;;;;;1;;;;;;1;
321859;12680;;3;;;;;;1;7;;;;;;18;;1;;1;;;11;;;;;;;;;2;;;;;;;1;;;;19;;;;;4;;;;;6;;;;;;1;;;;;;5;;;;;8;7;;;;17;;;1;;;;;;;;1;;3;8;;;1;;;;;;1;;2;3;;1;;;;;;;;;3;;15;;;6;;2;;1;2;2;;;;;1;12;1;;;;;;;;;1;;112;10;;;;;;;;;;17;;1;;;;1;;;;;;;17;;;11;;;;;;1;;;1;;;;;;;2;;1;;;;;
